[0.001] [INFO ] [Game] (Game.cpp:37 in initialize) Logger online
[4.232] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.232] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.233] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.233] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.233] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.233] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.234] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.234] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.234] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.235] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.235] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.236] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.236] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.236] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.237] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.237] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.238] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.239] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.239] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.240] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.240] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.240] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.241] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.241] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.242] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.242] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.243] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.243] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.243] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.244] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.244] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.244] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.245] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.246] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.246] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.246] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.247] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.247] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.247] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.248] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.248] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.249] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.249] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.250] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.250] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.250] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.251] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.251] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.252] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.252] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.253] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.253] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.253] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.254] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.254] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.254] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.255] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.256] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.256] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.257] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.257] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.257] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.258] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.258] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.259] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.259] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.259] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.260] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.260] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.260] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.261] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.261] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.262] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.263] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.263] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.263] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.264] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.264] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.264] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.265] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.266] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.266] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.267] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.267] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.267] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.268] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.268] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.269] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.269] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.270] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.270] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.270] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.271] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.271] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.271] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.272] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.272] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.273] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.273] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.274] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.274] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.274] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.275] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.275] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.276] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.276] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.277] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.277] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.277] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.278] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.279] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.279] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.280] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.280] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.280] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.281] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.281] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.282] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.282] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.283] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.283] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.284] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.284] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.284] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.284] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.285] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.286] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.286] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.287] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.287] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.287] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.288] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.289] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.289] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.290] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.290] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.290] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.291] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.291] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.292] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.292] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.293] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.293] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.294] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.294] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.294] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.295] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.296] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.296] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.296] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.296] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.297] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.297] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.298] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.299] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.299] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.299] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.300] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.300] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.300] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.301] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.301] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.302] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.302] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.303] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.303] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.304] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.304] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.304] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.305] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.306] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.306] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.306] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.307] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.307] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.308] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.308] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.309] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.309] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.310] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.310] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.310] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.311] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.311] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.312] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.313] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.313] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.313] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.314] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.314] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.314] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.315] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.316] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.316] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.317] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.317] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.318] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.318] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.319] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.319] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.319] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.320] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.320] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.321] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.321] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.322] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.322] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.323] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.323] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.324] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.324] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.324] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.325] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.325] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.326] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.326] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.327] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.327] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.327] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.328] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.329] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.329] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.329] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.330] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.330] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.331] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.331] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.332] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.333] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.333] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.333] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.334] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.334] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.334] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.335] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.335] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.336] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.336] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.337] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.337] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.337] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.338] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.338] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.339] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.339] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.339] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.340] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.340] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.341] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.341] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.341] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.342] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.343] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.343] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.343] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.344] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.344] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.344] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.345] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.345] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.346] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.346] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.347] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.347] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.347] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.348] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.349] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.349] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.350] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.350] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.350] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.351] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.351] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.352] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.352] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.353] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.353] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.354] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.354] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.354] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.355] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.355] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.356] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.356] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.356] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.357] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.357] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.357] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.357] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.358] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.359] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.359] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.359] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.360] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.360] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.361] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.361] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.361] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.362] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.362] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.363] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.363] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
[4.363] [DEBUG] [Collision] (CollisionSystem.cpp:43 in update) Ship hit asteroid!
